root_symbol,exchange,name,multiplier,tick_size,url,Product Code,Settlement Method,Price Quotation,Contract Unit,Minimum Price Fluctuation,Termination Of Trading,Trading Hours,sector,sub_sector,exchange_y,sector,symbol,strategy,tick,tick value,multiplier_y,,
SSI,NYMEX,Coal (API 8) cfr South China (Argus/McCloskey) Futures,1000,0.05,http://www.cmegroup.com/trading/energy/coal/coal-api-8-cfr-south-china-argus-mccloskey-swap_contract_specifications.html,CME Globex: SSICME ClearPort: SSIClearing: SSI ,Financially Settled ,U.S. dollars per metric ton ,"1,000 metric tons ",$0.05 per metric ton; $0.01 for final settlement ,"The contract shall terminate at the close of trading on the last Friday of the contract month. If such Friday is a UK holiday, the contract will terminate on the UK business day immediately prior to the last Friday of the contract month unless such day is not an Exchange business day, in which case the contract shall terminate on the Exchange business day immediately prior. Notwithstanding the above, if New Year's Day is a Friday, the immediately preceding December contract month shall terminate on the last business day of the contract month. ",CME Globex: ,Energy,Coal,NYMEX,Coal (API 8) cfr South China (Argus/McCloskey) Futures,SSI,Outright,0.05,50,1000,,
SZ,NYMEX,Southern Natural Louisiana Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/sonat-louisiana-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,,,,,,,,Energy,Natural Gas,,,,,,,,,
T3,NYMEX,NYISO Zone G Day-Ahead Peak Calendar-Month 5 MW Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-g-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: T3L ,Deliverable ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 peak hours x # peak days/month ,"On the second to last business day of the month prior to the contract month, each T3/T3L open position converts into a strip of NYISO Zone G Day-Ahead Peak Calendar-Day 5 MW Futures - GN/GNL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
TC,NYMEX,Columbia Gas TCO (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/tco-appalachia-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: TCCME ClearPort: TCClearing: TC ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Columbia Gas TCO (Platts IFERC) Basis Futures,TC,Outright,0.0001,0.25,2500,,
TIO,NYMEX,Iron Ore 62% Fe CFR China (TSI) Futures,500,0.01,http://www.cmegroup.com/trading/metals/ferrous/iron-ore-62pct-fe-cfr-china-tsi-swap-futures_contract_specifications.html,CME Globex: TIOCME ClearPort: TIOClearing: TIO ,Financially Settled ,U.S. Dollars and cents ,500 dry metric tons ,$0.01 per dry metric ton ,"Trading terminates on the last business day of the contract month. Business days are based on the Singapore Public Holiday calendar. If the last business day of the contract month is a Singapore banking holiday, the last trade date will be the business day immediately preceding the holiday. ",CME Globex: ,Metals,Ferrous,NYMEX,"Iron Ore 62% Fe, CFR China (TSI) Futures",TIO,Outright,0.01,5,500,,
TR,NYMEX,Transco Zone 4 Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/transco-zone-4-natural-gas-basis-swap-futures_contract_specifications.html,CME Globex: TRZCME ClearPort: TRClearing: TR ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,,,,,,,,,
TRY,CME,Turkish Lira Futures,1000000,5.00E-06,https://www.cmegroup.com/trading/fx/emerging-market/turkish-lira-us-dollar-try-usd_contract_specifications.html,,,,,,,,FX,Emerging Markets,,USD/TRY Futures (Turkish Lira),TRY,Outright,0.0001,20,200000,,
TU,CBT,2 Yr Note Futures,2000,0.0078125,http://www.cmegroup.com/trading/interest-rates/us-treasury/2-year-us-treasury-note_contract_specifications.html,CME Globex: ZTCME ClearPort: 26Clearing: 26 ,Deliverable ,Points and fractions of points with par on the basis of 100 points ,"Face value at maturity of $200,000 ","One-quarter of one thirty-second (1/32) of one point ($15.625, rounded to the nearest cent per contract), including intermonth spreads. ",Last business day of the calendar month. Trading in expiring contracts closes at 12:01 p.m. on the last trading day. ,SUN - FRI: 5:00 p.m. - 4:00 p.m. ,Interest Rate,US Treasury,,,,,,,,,
TY,CBT,10 Yr Note Futures,1000,0.015625,http://www.cmegroup.com/trading/interest-rates/us-treasury/10-year-us-treasury-note_contract_specifications.html,CME Globex: ZNCME ClearPort: 21Clearing: 21 ,Deliverable ,Points and fractions of points with par on the basis of 100 points ,"Face value at maturity of $100,000 ","One-half of one thirty-second (1/32) of one point ($15.625, rounded to the nearest cent per contract), except for intermonth spreads, where the minimum price fluctuation shall be one-quarter of one thirty-second of one point ($7.8125 per contract). ",Seventh business day preceding the last business day of the delivery month. Trading in expiring contracts closes at 12:01 p.m. on the last trading day. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. New York time/ET (5:00 p.m. - 4:00 p.m. Chicago Time/CT).  Monday - Thursday 5:00 p.m. - 6:00 p.m. New York Time/ET (4:00 p.m. - 5:00 p.m. Chicago Time/CT) daily maintenance period. ,Interest Rate,US Treasury,,,,,,,,,
TZ6,NYMEX,Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/transco-zone-6-non-ny-platts-iferc-basis-swap_contract_specifications.html,CME Globex: TZ6CME ClearPort: TZ6Clearing: TZ6 ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Transco Zone 6 Non-N.Y Natural Gas (Platts IFERC) Basis Futures,TZ6,Outright,0.0001,0.25,2500,,
U3,NYMEX,ISO New England New Hampshire Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-new-hampshire-5-mw-off-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AU3 ,Financially Settled ,The contract quantity shall be 5 Megawatts Hours (MWH). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. ,5 Megawatts hours (MWh) ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
U4,NYMEX,ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-rhode-island-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AU4 ,Financially Settled ,The contract quantity shall be 80 Megawatt Hours (MWh) and is based on 5 megawatts for peak daily hours. ,80 Megawatt hours (MWh) (5 MW per peak hour). ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
U5,NYMEX,ISO New England Rhode Island Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-rhode-island-5-mw-off-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AU5 ,Financially Settled ,The contract quantity shall be 5 Megawatts Hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. ,5 Megawatts hours (MWh) ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
U6,NYMEX,ISO New England Mass Hub 5 MW Peak Calendar-Month Day-Ahead LMP Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-internal-hub-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AU6 ,Deliverable ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 Peak Hours x # Peak Days/Month ,"On the last business day of the month prior to the contract month, each U6/AU6 open position converts into a strip of ISO New England Mass Hub Day-Ahead Peak Calendar-Day 5 MW Futures - CE/COL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
UA,NYMEX,Singapore Fuel Oil 180 cst (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/singapore-fuel-oil-180cst-calendar-swap-futures_contract_specifications.html,CME Globex: UACME ClearPort: UAClearing: UA ,Financially Settled ,U.S. dollars and cents per metric ton ,"1,000 metric tons ",$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Singapore Fuel Oil 180 cst (Platts) Futures ,UA,Outright,0.001,1,1000,,
UB,NYMEX,Dated Brent (Platts) Financial Futures,1000,0.01,http://www.cmegroup.com/trading/energy/crude-oil/european-dated-brent-swap-futures_contract_specifications.html,CME Globex: AUBCME ClearPort: UBClearing: UB ,Financially Settled ,U.S. Dollars and Cents per barrel ,"1,000 barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Crude Oil,,,,,,,,,
UL,CBT,Ultra U.S. Treasury Bond Futures,1000,0.03125,http://www.cmegroup.com/trading/interest-rates/us-treasury/ultra-t-bond_contract_specifications.html,CME Globex: UBCME ClearPort: UBEClearing: UBE ,Deliverable ,Points and fractions of points with par on the basis of 100 points ,"Face value at maturity of $100,000 ","One 32nd of one point ($31.25 per contract), except for intermonth spreads for which the minimum price increment is one quarter of one thirty-second of one point ($7.8125) ",Seventh business day preceding the last business day of the delivery month. Trading in expiring contracts closes at 12:01 p.m. on the last trading day. ,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. ,Interest Rate,US Treasury,,Ultra T-Bond Futures,UB,Outright,0.03125,31.25,1000,,
UM,NYMEX,PJM Northern Illinois Hub Real-Time Peak Calendar-Month 2.5 MW Futures,2.5,0.05,,,,,,,,,Energy,Electricity,,,,,,,,,
UN,NYMEX,European Naphtha Cargoes CIF NWE (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/european-naphtha-calendar-swap_contract_specifications.html,CME Globex: UNCME ClearPort: UNClearing: UN ,Financially Settled ,U.S. dollars and cents per metric ton ,"1,000 metric tons ",$0.001 per metric ton ,Trading terminates on the last business day of the contract month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. ET (4:00 p.m. CT) ,Energy,Refined Products,NYMEX,European Naphtha (Platts) Calendar Futures ,UN,Outright,0.001,1,1000,,
UO,NYMEX,PJM Northern Illinois Hub Off-Peak LMP Futures,1,0.05,,,,,,,,,Energy,Electricity,,,,,,,,,
US,CBT,U.S. Treasury Bond Futures,1000,0.03125,http://www.cmegroup.com/trading/interest-rates/us-treasury/30-year-us-treasury-bond_contract_specifications.html,CME Globex: ZBCME ClearPort: 17Clearing: 17 ,Deliverable ,Points and fractions of points with par on the basis of 100 points ,"Face value at maturity of $100,000 ","One thirty-second (1/32) of one point ($31.25), except for intermonth spreads, where the minimum price fluctuation shall be one-quarter of one thirty-second of one point ($7.8125 per contract). ",Seventh business day preceding the last business day of the delivery month. Trading in expiring contracts closes at 12:01 p.m. on the last trading day. ,SUN - FRI: 5:00 p.m. - 4:00 p.m. ,Interest Rate,US Treasury,,,,,,,,,
UV,NYMEX,European 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,1000,0.01,http://www.cmegroup.com/trading/energy/refined-products/35pct-fuel-oil-swap-rotterdam-platts_contract_specifications.html,CME Globex: UVCME ClearPort: UVClearing: UV ,Financially Settled ,U.S. dollars and cents per metric ton ,"1,000 metric tons ",$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,European 3.5% Fuel Oil (Platts) Barges FOB Rdam Calendar Futures ,UV,Outright,0.001,1,1000,,
UX,NYMEX,UxC Uranium U3O8 Futures,250,0.05,http://www.cmegroup.com/trading/metals/other/uranium_contract_specifications.html,CME Globex: UXCME ClearPort: UXClearing: UX ,Financially Settled ,U.S. dollars and cents per pound ,250 pounds ,0.05 per pound = $12.50 ,"Trading terminates on the last Monday of the contract month. If the last Monday in the contract month is not a business day, trading terminates on the prior business day. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Metals,Other,NYMEX,UxC Uranium U3O8 Futures,UX,Outright,0.05,12.5,250,,
V3,NYMEX,PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-ad-hub-5-mw-off-peak-calendar-month-real-time-swap-futures_contract_specifications.html,CME Globex: V3LCME ClearPort: V3 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # Off-Peak Hours/Month ,"On the last business day of the month prior to the contract month, each V3/V3L open position converts into a strip of PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Day 5 MW Futures - AOR/AOL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
VM,NYMEX,PJM AEP Dayton Hub Real-Time Peak Calendar-Month 2.5 MW Futures,2.5,0.05,,,,,,,,,Energy,Electricity,,,,,,,,,
VP,NYMEX,PJM AEP Dayton Hub Off-Peak LMP Futures,5,0.05,,,,,,,,,Energy,Electricity,,,,,,,,,
VR,NYMEX,NY 1% Fuel Oil (Platts) vs. Gulf Coast 3% Fuel Oil (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/new-york-harbor-1pct-fuel-oil-vs-gulf-coast-3pct-fuel-oil-spread-swap_contract_specifications.html,CME Globex: VRCME ClearPort: VRClearing: VR ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 U.S. barrels ",$0.001 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,NY 1% Fuel Oil (Platts) vs. Gulf Coast HSFO (Platts) Futures,VR,Outright,0.001,1,1000,,
W,CBT,Wheat Futures,50,0.25,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/wheat_contract_specifications.html,CME Globex: ZWCME ClearPort: W ,Deliverable ,Cents per bushel ,"5,000 bushels (~ 136 Metric Tons) ",1/4 of one cent per bushel ($12.50 per contract) ,The business day prior to the 15th calendar day of the contract month. ,"Sunday – Friday, 7:00 p.m. – 7:45 a.m. CT and ",Agriculture,Grain And Oilseed,,,,,,,,,
W4,NYMEX,PJM APS Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-aps-zone-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AW4CME ClearPort: W4Clearing: W4 ,Financially Settled ,The contract quantity shall be 5 Megawatts hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. ,5 Megawatts hours (MWh) ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
W6,NYMEX,PJM PSEG Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-pseg-zone-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AW6CME ClearPort: W6 ,Financially Settled ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # off-peak hours/month ,CME Globex: ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
WCC,NYMEX,Canadian Heavy Crude Oil Index (Net Energy) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/crude-oil/canadian-heavy-crude-oil-net-energy-index-futures_contract_specifications.html,CME Globex: WCCCME ClearPort: WCCClearing: WCC ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.001 per barrel ,"Trading shall cease one Canadian business day prior to the Notice of Shipments (NOS) date on the Enbridge Pipeline. The NOS date occurs on or about the 20th calendar day of the month, subject to confirmation by Enbridge Pipeline. The official schedule for the NOS dates will be made publicly available by Enbridge Pipeline prior to the start of each year. ",CME Globex: ,Energy,Crude Oil,NYMEX,Canadian Heavy Crude Oil Index (Net Energy) Futures,WCC,Outright,0.001,1,1000,,
WJ,NYMEX,LLS (Argus) vs. WTI Financial Futures,1000,0.01,http://www.cmegroup.com/trading/energy/crude-oil/lls-crude-oil-argus-vs-wti-calendar-spread-swap-futures_contract_specifications.html,CME Globex: AWJCME ClearPort: WJClearing: WJ ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Crude Oil,,,,,,,,,
WQ,NYMEX,Gasoil 0.1 Barges FOB Rdam (Platts) vs. Gasoil Futures,10000,0.001,http://www.cmegroup.com/trading/energy/refined-products/gasoil-01-fob-rotterdam-barges-vs-ice-gasoil-swap_contract_specifications.html,CME Globex: AWQCME ClearPort: WQClearing: WQ ,Financially Settled ,U.S. dollars and cents per metric ton ,"1,000 metric tons ",$0.001 per metric ton ,Trading ceases on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,,,,,,,,,
WS,NYMEX,Crude Oil Financial Futures,1000,0.01,http://www.cmegroup.com/trading/energy/crude-oil/light-sweet-crude-cash-settled_contract_specifications.html,CME Globex: WSCME ClearPort: WSClearing: WS ,Financially Settled ,U.S. Dollars and Cents per barrel ,"1,000 barrels ",$0.01 per barrel ,Trading shall cease one business day prior to the termination date of the NYMEX Light Sweet Crude Oil Futures Contract for the delivery month. ,CME Globex: ,Energy,Crude Oil,NYMEX,Crude Oil Financial Futures,WS,Outright,0.01,10,1000,,
X1,NYMEX,PJM AECO Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-aeco-zone-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AX1CME ClearPort: X1 ,Financially Settled ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # off-peak hours/month ,CME Globex: ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
XAF,CME,E-mini Financial Sector Futures,250,0.05,http://www.cmegroup.com/trading/equity-index/select-sector-index/e-mini-financial-select-sector_contract_specifications.html,CME Globex: XAF ,Financially Settled ,,$250 x S&P Financial Select Sector Index ,Outrights: 0.05 Index Points=$12.50 Calendar Spread: 0.05 Index Points=$12.50 BTIC: 0.05 Index Points=$12.50 ,Trading can occur up until 9:30 a.m. Eastern Time (ET) on the 3rd Friday of the contract month  BTIC trading terminates at 4:00 p.m. ET on the Thursday before the 3rd Friday of contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,Select Sector Index,,Financial Sector Index Futures,XAF,Outright,0.05,12.5,250,,
XAK,CME,E-mini Technology Sector Futures,100,0.1,http://www.cmegroup.com/trading/equity-index/select-sector-index/e-mini-technology-select-sector_contract_specifications.html,CME Globex: XAK ,Financially Settled ,,$100 x S&P Select Sector Technology Index ,Outrights: 0.10 Index Points=$10.00 BTIC: 0.10 Index Points=$10.00 Calendar Spread: 0.10 Index Points=$10.00 ,Trading can occur up until 9:30 a.m. Eastern Time (ET) on the 3rd Friday of the contract month  BTIC trading terminates at 4:00 p.m. ET on the Thursday before the 3rd Friday of contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,Select Sector Index,,Technology Sector Index Futures,XAK,Outright,0.1,10,100,,
XAP,CME,E-mini Consumer Staples Sector Futures,100,0.1,http://www.cmegroup.com/trading/equity-index/select-sector-index/e-mini-consumer-staples-select-sector_contract_specifications.html,CME Globex: XAP ,Financially Settled ,,$100 x S&P Consumer Staples Select Sector Index ,Outrights: 0.10 Index Points=$10.00 BTIC: 0.10 Index Points=$10.00 Calendar Spread: 0.10 Index Points=$10.00 ,Trading can occur up until 9:30 a.m. Eastern Time (ET) on the 3rd Friday of the contract month  BTIC trading terminates at 4:00 p.m. ET on the Thursday before the 3rd Friday of contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,Select Sector Index,,Consumer Staples Sector Index Futures,XAP,Outright,0.1,10,100,,
XAU,CME,E-mini Utilities Sector Futures,100,0.1,http://www.cmegroup.com/trading/equity-index/select-sector-index/e-mini-utilities-select-sector_contract_specifications.html,,,,,,,,Equities,Select Sector Index,,Utilities Sector Index Futures,XAU,Outright,0.1,10,100,,
XAY,CME,E-mini Consumer Discretionary Sector Futures,100,0.1,http://www.cmegroup.com/trading/equity-index/select-sector-index/e-mini-consumer-discretionary-select-sector_contract_specifications.html,CME Globex: XAY ,Financially Settled ,,$100 x S&P Consumer Discretionary Select Sector Index ,Outrights: 0.10 Index Points=$10.00 BTIC: 0.10 Index Points=$10.00 Calendar Spread: 0.10 Index Points=$10.00 ,Trading can occur up until 9:30 a.m. Eastern Time (ET) on the 3rd Friday of the contract month  BTIC trading terminates at 4:00 p.m. ET on the Thursday before the 3rd Friday of contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,Select Sector Index,,Consumer Discretionary Sector Index Futures,XAY,Outright,0.1,10,100,,
XN,NYMEX,SoCal Natural Gas (Platts IFERC) Fixed Price Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/socal-swap-platts-iferc-futures_contract_specifications.html,,,,,,,,Energy,Natural Gas,,,,,,,,,
Y1,NYMEX,PJM AECO Zone Peak Calendar-Month Day-Ahead LMP Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-aeco-zone-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AY1CME ClearPort: Y1Clearing: Y1 ,Financially Settled ,The contract quantity shall be 80 Megawatt Hours and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month. ,80 Megawatt hours (MWh) (5 MW per peak hour). ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
Y7,NYMEX,Tennessee 500 Leg Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,2500,0.0001,,,,,,,,,Energy,Natural Gas,,,,,,,,,
YC,CBT,Mini-Corn Futures,10,0.125,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/mini-sized-corn_contract_specifications.html,CME Globex: XCCME ClearPort: YC ,Deliverable ,Cents per bushel ,"1,000 bushels (~ 25 Metric Tons) ",1/8 of one cent per bushel ($1.25 per contract) ,The business day prior to the 15th calendar day of the contract month. ,"Sunday - Friday, 7:00 p.m. - 7:45 a.m. CT and ",Agriculture,Grain And Oilseed,,,,,,,,,
YH,NYMEX,NY Heating Oil (Platts) vs. NY Harbor ULSD Futures,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/new-york-heating-oil-platts-vs-nymex-heating-oil-swap_contract_specifications.html,CME Globex: AYHCME ClearPort: YHClearing: YH ,Financially Settled ,U.S. dollars and cents per gallon ,"42,000 U.S. gallons ",$0.0001 per gallon ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,,,,,,,,,
YK,CBT,Mini Soybean Futures,10,0.125,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/mini-sized-soybean_contract_specifications.html,CME Globex: XKCME ClearPort: YK ,Deliverable ,U.S. Cents per bushel ,"1,000 bushels (~ 27 metric tons) ",1/8 cent (0.00125) per bushel = $1.25 ,Trading terminates on the business day prior to the 15th calendar day of the contract month. ,"Sunday - Friday, 7:00 p.m. - 7:45 a.m. CT and ",Agriculture,Grain And Oilseed,,,,,,,,,
YM,CBT,E-mini Dow ($5) Futures,5,1,http://www.cmegroup.com/trading/equity-index/us-index/e-mini-dow_contract_specifications.html,CME Globex: YM ,Financially Settled ,,"$5 x Dow Jones Industrial Average (""DJIA"") ",1.00 index point = $5.00 ,Trading can occur up to 9:30 a.m. ET on the 3rd Friday of the contract month  BTIC trading terminates at 4:00 p.m. ET on the Thursday before the 3rd Friday of contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,US Index,,E-mini DJIA ($5) Futures,YM,Outright,1,5,5,,
YW,CBT,Mini Wheat Futures,10,0.125,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/mini-sized-wheat_contract_specifications.html,CME Globex: XWCME ClearPort: YW ,Deliverable ,U.S. cents per bushel ,"1,000 bushels ",1/8 cent per bushel = $1.25 ,Trading terminates on the business day prior to the 15th calendar day of the contract month. ,CME Globex: ,Agriculture,Grain And Oilseed,,,,,,,,,
YX,NYMEX,Mars (Argus) vs. WTI Financial Futures,1000,0.01,http://www.cmegroup.com/trading/energy/crude-oil/mars-crude-oil-argus-vs-wti-calendar-spread-swap-futures_contract_specifications.html,CME Globex: AYXCME ClearPort: YXClearing: YX ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Crude Oil,,,,,,,,,
Z,CME,Euro/Polish Zloty Futures,500000,2.00E-05,http://www.cmegroup.com/trading/fx/emerging-market/euro-fx-polish-zloty_contract_specifications.html,CME Globex: EPZCME ClearPort: ZClearing: Z ,Deliverable ,,"500,000 Polish zloty ",€.00002 euro per Polish zloty increments (10 euro). €.00001 euro per Polish zloty increments (5 euro) for PLN/EUR futures intra-currency spreads executed electronically. ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,CME Globex: ,FX,Emerging Markets,,,,,,,,,
Z1,NYMEX,Ethanol T2 FOB Rdam Including Duty (Platts) Futures,100,0.001,http://www.cmegroup.com/trading/energy/ethanol/ethanol-platts-t2-fob-rotterdam-including-duty-swap-futures_contract_specifications.html,CME Globex: AZ1CME ClearPort: Z1Clearing: Z1 ,Financially Settled ,Euro and Cents per cubic meter ,100 cubic meters ,€0.001 per cubic meter ,Trading terminates on the last business day of the contract month. ,CME Globex: ,Energy,Ethanol,,,,,,,,,
